[GC (Allocation Failure) [DefNew: 13129K->1600K(14784K), 0.0039379 secs] 13129K->1834K(47552K), 0.0039679 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 14286K->626K(15360K), 0.0031763 secs] 44219K->30558K(49308K), 0.0032011 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 14322K->783K(15360K), 0.0032851 secs] 44254K->30715K(49308K), 0.0033095 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 14479K->1112K(15360K), 0.0041760 secs] 44411K->31044K(49308K), 0.0042006 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 14808K->531K(15360K), 0.0042995 secs] 44740K->30962K(49308K), 0.0043222 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 14227K->551K(15360K), 0.0030206 secs] 44658K->30982K(49308K), 0.0030442 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:26.460  INFO 1 --- [           main] o.s.cloud.context.scope.GenericScope     : BeanFactory id=b1068e18-e7d3-310d-9136-573d22adaf23
[GC (Allocation Failure) [DefNew: 14247K->1664K(15360K), 0.0053395 secs] 44678K->32138K(49308K), 0.0053655 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 15360K->43K(15360K), 0.0052406 secs] 45834K->31962K(49308K), 0.0052667 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 13739K->782K(15360K), 0.0037449 secs] 45658K->32701K(49308K), 0.0037700 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 14478K->418K(15360K), 0.0026416 secs] 46397K->32337K(49308K), 0.0026645 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:26.758  INFO 1 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'credentialsProvider' of type [com.amazonaws.auth.DefaultAWSCredentialsProviderChain] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[GC (Allocation Failure) [DefNew: 14114K->1054K(15360K), 0.0038190 secs] 46033K->32973K(49308K), 0.0038422 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 14750K->521K(15360K), 0.0037668 secs] 46669K->32727K(49308K), 0.0037888 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 14217K->1198K(15360K), 0.0046480 secs] 46423K->33405K(49308K), 0.0046722 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 14894K->705K(15360K), 0.0058805 secs] 47101K->33578K(49308K), 0.0059066 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 14401K->861K(15360K), 0.0036489 secs] 47274K->33734K(49308K), 0.0036738 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 14557K->374K(15360K), 0.0044780 secs] 47430K->33825K(49308K), 0.0045032 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:27.436  INFO 1 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'sc.monitor-sg.gov.moe.sc.monitor.autoconfiguration.ScMonitorProperties' of type [sg.gov.moe.sc.monitor.autoconfiguration.ScMonitorProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-06-11 12:06:27.439  INFO 1 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'sg.gov.moe.sc.monitor.autoconfiguration.ScMonitorAutoConfiguration' of type [sg.gov.moe.sc.monitor.autoconfiguration.ScMonitorAutoConfiguration$$EnhancerBySpringCGLIB$$ea5a7914] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[GC (Allocation Failure) [DefNew: 14070K->1325K(15360K), 0.0048041 secs] 47521K->34776K(49308K), 0.0048288 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:27.459  INFO 1 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'scDefaultMonitorInterceptor' of type [sg.gov.moe.sc.monitor.autoconfiguration.ScDefaultMonitorInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-06-11 12:06:27.461  INFO 1 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'serviceLogAdvisor' of type [org.springframework.aop.aspectj.AspectJExpressionPointcutAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[GC (Allocation Failure) [DefNew: 15021K->118K(15360K), 0.0047576 secs][Tenured: 34579K->29533K(34716K), 0.1121007 secs] 48472K->29533K(50076K), [Metaspace: 45848K->45848K(1091584K)], 0.1169827 secs] [Times: user=0.09 sys=0.00, real=0.12 secs] 
[GC (Allocation Failure) [DefNew: 19776K->686K(22208K), 0.0039741 secs] 49309K->30219K(71432K), 0.0039981 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2025-06-11 12:06:27.745  INFO 1 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@5d465e4b' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[GC (Allocation Failure) [DefNew: 20462K->580K(22208K), 0.0034224 secs] 49995K->30113K(71432K), 0.0034441 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:27.826  INFO 1 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[GC (Allocation Failure) [DefNew: 20356K->654K(22208K), 0.0036506 secs] 49889K->30187K(71432K), 0.0036761 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20430K->963K(22208K), 0.0041814 secs] 49963K->30496K(71432K), 0.0042055 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 20739K->1246K(22208K), 0.0052482 secs] 50272K->30779K(71432K), 0.0052734 secs] [Times: user=0.00 sys=0.01, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 21022K->1184K(22208K), 0.0653603 secs] 50555K->30921K(71432K), 0.0653883 secs] [Times: user=0.02 sys=0.00, real=0.07 secs] 
[GC (Allocation Failure) [DefNew: 20960K->1699K(22208K), 0.0060286 secs] 50697K->31436K(71432K), 0.0060547 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:28.662  INFO 1 --- [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2025-06-11 12:06:28.724  INFO 1 --- [           main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2025-06-11 12:06:28.724  INFO 1 --- [           main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.43]
[GC (Allocation Failure) [DefNew: 21475K->2163K(22208K), 0.0086604 secs] 51212K->32666K(71432K), 0.0086825 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2025-06-11 12:06:28.839  INFO 1 --- [           main] o.a.c.c.C.[.[.[/sc-academic-api]         : Initializing Spring embedded WebApplicationContext
2025-06-11 12:06:28.839  INFO 1 --- [           main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 9191 ms
[GC (Allocation Failure) [DefNew: 21939K->1211K(22208K), 0.0079605 secs] 52442K->33079K(71432K), 0.0079921 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2025-06-11 12:06:29.147  WARN 1 --- [           main] c.n.c.sources.URLConfigurationSource     : No URLs will be polled as dynamic configuration sources.
2025-06-11 12:06:29.147  INFO 1 --- [           main] c.n.c.sources.URLConfigurationSource     : To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
[GC (Allocation Failure) [DefNew: 20987K->1670K(22208K), 0.0060554 secs] 52855K->33538K(71432K), 0.0060815 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:29.230  INFO 1 --- [           main] c.netflix.config.DynamicPropertyFactory  : DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@41394595
[GC (Allocation Failure) [DefNew: 21446K->906K(22208K), 0.0058510 secs] 53314K->33382K(71432K), 0.0058885 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 20682K->1410K(22208K), 0.0061178 secs] 53158K->33886K(71432K), 0.0061448 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 21186K->1884K(22208K), 0.0074768 secs] 53662K->34684K(71432K), 0.0075048 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:29.760  INFO 1 --- [           main] o.s.b.a.e.web.ServletEndpointRegistrar   : Registered '/actuator/hystrix.stream' to hystrix.stream-actuator-endpoint
[GC (Allocation Failure) [DefNew: 21660K->1368K(22208K), 0.0072937 secs] 54460K->34906K(71432K), 0.0073251 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 21144K->2432K(22208K), 0.0097439 secs] 54682K->37382K(71432K), 0.0097733 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 22208K->1183K(22208K), 0.0078732 secs] 57158K->38331K(71432K), 0.0079068 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 20959K->1772K(22208K), 0.0055101 secs] 58107K->38920K(71432K), 0.0055539 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 21548K->1759K(22208K), 0.0074893 secs] 58696K->39936K(71432K), 0.0075333 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 21535K->115K(22208K), 0.0035335 secs] 59712K->38452K(71432K), 0.0035622 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 19891K->779K(22208K), 0.0043046 secs] 58228K->39116K(71432K), 0.0043433 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20555K->1081K(22208K), 0.0051560 secs] 58892K->39418K(71432K), 0.0051884 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20857K->2268K(22208K), 0.0071044 secs] 59194K->40605K(71432K), 0.0071382 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 22044K->588K(22208K), 0.0063529 secs] 60381K->39854K(71432K), 0.0063805 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2025-06-11 12:06:31.048  INFO 1 --- [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
[GC (Allocation Failure) [DefNew: 20364K->953K(22208K), 0.0050807 secs] 59630K->40219K(71432K), 0.0051096 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 20729K->1094K(22208K), 0.0049387 secs] 59995K->40360K(71432K), 0.0049674 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:31.425  INFO 1 --- [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
[GC (Allocation Failure) [DefNew: 20870K->1208K(22208K), 0.0049490 secs] 60136K->40474K(71432K), 0.0049782 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20984K->1601K(22208K), 0.0056687 secs] 60250K->40867K(71432K), 0.0056990 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:31.639  INFO 1 --- [           main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
[GC (Allocation Failure) [DefNew: 21377K->1352K(22208K), 0.0068077 secs] 60643K->41191K(71432K), 0.0068389 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 21128K->1324K(22208K), 0.0556090 secs] 60967K->41329K(71432K), 0.0556388 secs] [Times: user=0.01 sys=0.00, real=0.06 secs] 
[GC (Allocation Failure) [DefNew: 21100K->1659K(22208K), 0.0059747 secs] 61105K->41835K(71432K), 0.0060028 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:31.954  INFO 1 --- [           main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 5.4.28.Final
[GC (Allocation Failure) [DefNew: 21435K->1248K(22208K), 0.0051539 secs] 61611K->41540K(71432K), 0.0051830 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 21024K->795K(22208K), 0.0040624 secs] 61316K->41151K(71432K), 0.0040920 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20571K->361K(22208K), 0.0031833 secs] 60927K->40718K(71432K), 0.0032112 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 20137K->353K(22208K), 0.0031909 secs] 60494K->40709K(71432K), 0.0032189 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20129K->364K(22208K), 0.0033368 secs] 60485K->40720K(71432K), 0.0033633 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20140K->813K(22208K), 0.0542008 secs] 60496K->41170K(71432K), 0.0542334 secs] [Times: user=0.00 sys=0.00, real=0.06 secs] 
[GC (Allocation Failure) [DefNew: 20589K->761K(22208K), 0.0039367 secs] 60946K->41117K(71432K), 0.0039644 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2025-06-11 12:06:32.471  INFO 1 --- [           main] o.hibernate.annotations.common.Version   : HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
[GC (Allocation Failure) [DefNew: 20537K->1393K(22208K), 0.0052130 secs] 60893K->41749K(71432K), 0.0052419 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 21169K->347K(22208K), 0.0051091 secs] 61525K->40897K(71432K), 0.0051406 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20123K->460K(22208K), 0.0035068 secs] 60673K->41010K(71432K), 0.0035332 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20236K->425K(22208K), 0.0034703 secs] 60786K->40976K(71432K), 0.0034995 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20201K->1014K(22208K), 0.0045242 secs] 60752K->41564K(71432K), 0.0045487 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20790K->1039K(22208K), 0.0046311 secs] 61340K->41590K(71432K), 0.0046573 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-06-11 12:06:32.934  INFO 1 --- [           main] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
[GC (Allocation Failure) [DefNew: 20815K->1121K(22208K), 0.0063706 secs] 61366K->41671K(71432K), 0.0064067 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 20897K->2432K(22208K), 0.0085754 secs] 61447K->44345K(71432K), 0.0086022 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 22208K->2432K(22208K), 0.0215877 secs] 64121K->47547K(71432K), 0.0216200 secs] [Times: user=0.01 sys=0.01, real=0.02 secs] 
[GC (Allocation Failure) [DefNew: 22208K->2431K(22208K), 0.0229736 secs][Tenured: 52053K->45989K(52104K), 0.1632895 secs] 67323K->45989K(74312K), [Metaspace: 62975K->62975K(1105920K)], 0.1864109 secs] [Times: user=0.18 sys=0.00, real=0.19 secs] 
[GC (Allocation Failure) [DefNew: 30720K->3840K(34560K), 0.0248962 secs] 76709K->55602K(111212K), 0.0249243 secs] [Times: user=0.03 sys=0.00, real=0.03 secs] 
[GC (Allocation Failure) [DefNew: 34560K->251K(34560K), 0.0100188 secs] 86322K->55851K(111212K), 0.0100473 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 30971K->468K(34560K), 0.0037060 secs] 86571K->56069K(111212K), 0.0037339 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 31188K->423K(34560K), 0.0041650 secs] 86789K->56024K(111212K), 0.0041915 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2025-06-11 12:06:34.543  WARN 1 --- [           main] org.hibernate.id.UUIDHexGenerator        : HHH000409: Using org.hibernate.id.UUIDHexGenerator which does not generate IETF RFC 4122 compliant UUID values; consider using org.hibernate.id.UUIDGenerator instead
[GC (Allocation Failure) [DefNew: 31143K->2693K(34560K), 0.0080217 secs] 86744K->58294K(111212K), 0.0080468 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 33413K->784K(34560K), 0.0096037 secs] 89014K->59005K(111212K), 0.0096275 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 31504K->393K(34560K), 0.0033581 secs] 89725K->58613K(111212K), 0.0033825 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 31113K->434K(34560K), 0.0040552 secs] 89333K->58655K(111212K), 0.0040942 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 31154K->1113K(34560K), 0.0074312 secs] 89375K->59333K(111212K), 0.0074689 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 31833K->1457K(34560K), 0.0085214 secs] 90053K->59677K(111212K), 0.0085581 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 32177K->1618K(34560K), 0.0059420 secs] 90397K->59838K(111212K), 0.0059680 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 32338K->1252K(34560K), 0.0071449 secs] 90558K->59473K(111212K), 0.0071749 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
[GC (Allocation Failure) [DefNew: 31972K->1383K(34560K), 0.0054596 secs] 90193K->59603K(111212K), 0.0054887 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 32103K->1504K(34560K), 0.0055466 secs] 90323K->59725K(111212K), 0.0055731 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2025-06-11 12:06:35.663  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000038: Composite-id class does not override equals(): sg.gov.moe.sc.academic.entity.pk.SubjGradingDtlsPk
2025-06-11 12:06:35.663  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000039: Composite-id class does not override hashCode(): sg.gov.moe.sc.academic.entity.pk.SubjGradingDtlsPk
2025-06-11 12:06:35.664  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000038: Composite-id class does not override equals(): sg.gov.moe.sc.academic.entity.SalStudSubjLinkPk
2025-06-11 12:06:35.665  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000039: Composite-id class does not override hashCode(): sg.gov.moe.sc.academic.entity.SalStudSubjLinkPk
2025-06-11 12:06:35.665  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000038: Composite-id class does not override equals(): sg.gov.moe.sc.academic.entity.pk.SubjCombinationPk
2025-06-11 12:06:35.665  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000039: Composite-id class does not override hashCode(): sg.gov.moe.sc.academic.entity.pk.SubjCombinationPk
2025-06-11 12:06:35.665  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000038: Composite-id class does not override equals(): sg.gov.moe.sc.academic.entity.pk.GradingSchemeDtlsPk
2025-06-11 12:06:35.665  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000039: Composite-id class does not override hashCode(): sg.gov.moe.sc.academic.entity.pk.GradingSchemeDtlsPk
2025-06-11 12:06:35.665  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000038: Composite-id class does not override equals(): sg.gov.moe.sc.academic.entity.pk.GradingSchemePk
2025-06-11 12:06:35.666  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000039: Composite-id class does not override hashCode(): sg.gov.moe.sc.academic.entity.pk.GradingSchemePk
2025-06-11 12:06:35.667  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000038: Composite-id class does not override equals(): sg.gov.moe.sc.academic.entity.SubjCombinationSubjLinkPk
2025-06-11 12:06:35.667  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000039: Composite-id class does not override hashCode(): sg.gov.moe.sc.academic.entity.SubjCombinationSubjLinkPk
2025-06-11 12:06:35.667  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000038: Composite-id class does not override equals(): sg.gov.moe.sc.academic.entity.pk.CodeSubjectPk
2025-06-11 12:06:35.667  WARN 1 --- [           main] org.hibernate.mapping.RootClass          : HHH000039: Composite-id class does not override hashCode(): sg.gov.moe.sc.academic.entity.pk.CodeSubjectPk
[GC (Allocation Failure) [DefNew: 32224K->2151K(34560K), 0.0076480 secs] 90445K->60372K(111212K), 0.0076748 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
[GC (Allocation Failure) [DefNew: 32871K->1723K(34560K), 0.0071640 secs] 91092K->60231K(111212K), 0.0071916 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
